FID,planteaar,fritrumsprofil,wkb_geometry
trae_basis.945,2012,Ikke registreret,POINT (12.570452248586605 55.69766350153892)
trae_basis.946,2012,Ikke registreret,POINT (12.570630616775453 55.697583341119504)
trae_basis.947,2012,Ikke registreret,POINT (12.570612217953828 55.697692689622215)
trae_basis.948,,Ikke registreret,POINT (12.529848126414528 55.71409589262363)
trae_basis.949,2004,2.8 m,POINT (12.542205040766918 55.67074975573075)
trae_basis.950,2004,2.8 m,POINT (12.542387742332556 55.67079449233572)
trae_basis.951,2004,2.8 m,POINT (12.542570726346785 55.6708423464563)
trae_basis.952,,Ikke registreret,POINT (12.529911032615525 55.71411337172472)
trae_basis.953,,Ikke registreret,POINT (12.53005435834691 55.714041488709945)
trae_basis.954,,Ikke registreret,POINT (12.530223907604423 55.71407568272527)
trae_basis.955,2012,Ikke registreret,POINT (12.57054254310036 55.69769267627017)
trae_basis.956,2012,Ikke registreret,POINT (12.570591170587925 55.69765555728111)
trae_basis.957,2012,Ikke registreret,POINT (12.570503670893363 55.69760480367621)
trae_basis.958,2012,Ikke registreret,POINT (12.570435042234669 55.69762630182619)
trae_basis.959,2012,Ikke registreret,POINT (12.570513500839695 55.697645251498265)
trae_basis.962,2012,Ikke registreret,POINT (12.570558090932106 55.697620986385154)
trae_basis.963,,Ikke registreret,POINT (12.541346967755308 55.69844856856532)
trae_basis.964,2011,Ikke registreret,POINT (12.570968892392141 55.69764109379889)
trae_basis.965,1900,Ikke registreret,POINT (12.571068848221225 55.69755931560795)
trae_basis.966,2012,Ikke registreret,POINT (12.570638269414756 55.69762515234056)
trae_basis.967,2011,Ikke registreret,POINT (12.570783794200533 55.69755504797701)
trae_basis.968,,Ikke registreret,POINT (12.489107333527627 55.64883081174925)
trae_basis.969,,Ikke registreret,POINT (12.489390508903528 55.64848208787083)
trae_basis.971,2011,Ikke registreret,POINT (12.570843997594741 55.69764299667719)
trae_basis.972,2011,Ikke registreret,POINT (12.570919639753665 55.697639494393904)
trae_basis.973,2011,Ikke registreret,POINT (12.569791020972724 55.697683730516886)
trae_basis.974,,Ikke registreret,POINT (12.569342975581547 55.69758461601841)
trae_basis.975,2006,2.8 m,POINT (12.560535378571116 55.67019484426698)
trae_basis.976,2006,2.8 m,POINT (12.560457109572418 55.670164614543694)
trae_basis.977,2006,2.8 m,POINT (12.560376242890232 55.670135548699236)
trae_basis.978,1975,4.5 m,POINT (12.571296825022495 55.667588681425585)
trae_basis.979,1975,4.5 m,POINT (12.571152981902523 55.667522495824905)
trae_basis.980,2011,Ikke registreret,POINT (12.570347337452345 55.69746902793256)
trae_basis.981,2011,Ikke registreret,POINT (12.57036200483221 55.697497465127256)
trae_basis.982,2011,Ikke registreret,POINT (12.570343938663129 55.69751229574234)
trae_basis.983,1900,4.5 m,POINT (12.582892051092452 55.69221460005117)
trae_basis.984,1960,2.8 m,POINT (12.582691256406196 55.692293623918125)
trae_basis.985,1900,2.8 m,POINT (12.582773789277146 55.69232535788038)
trae_basis.986,,Ikke registreret,POINT (12.565312145090184 55.64235063306788)
trae_basis.987,2011,Ikke registreret,POINT (12.570036855933798 55.69748474329299)
trae_basis.988,2011,Ikke registreret,POINT (12.569923780405023 55.697501945491254)
trae_basis.989,1900,2.8 m,POINT (12.582858864349632 55.69235843881403)
trae_basis.990,1900,4.5 m,POINT (12.583060685622936 55.692278156062585)
trae_basis.991,1900,2.8 m,POINT (12.583025652900526 55.6924183168568)
trae_basis.992,1900,4.5 m,POINT (12.583396126996218 55.692401894598625)
trae_basis.993,1900,4.5 m,POINT (12.583735387216723 55.69252588686567)
trae_basis.994,1900,4.5 m,POINT (12.584247290071003 55.69271584054627)
trae_basis.995,1975,4.5 m,POINT (12.570524610065728 55.667233192358566)
trae_basis.996,,Ikke registreret,POINT (12.570119453379407 55.69752972142025)
trae_basis.997,1900,4.5 m,POINT (12.584426464628182 55.69278199030311)
trae_basis.998,2003,4.5 m,POINT (12.590715335022368 55.697239568071076)
trae_basis.999,1900,4.5 m,POINT (12.590735136539418 55.697389457041)
trae_basis.1000,1900,4.5 m,POINT (12.59073831193185 55.697476566120926)
trae_basis.1001,1900,4.5 m,POINT (12.59074324253192 55.697563481689485)
trae_basis.1002,1900,4.5 m,POINT (12.590564549718117 55.69816419184198)
trae_basis.1003,1960,4.5 m,POINT (12.590613452364039 55.69790848430039)
trae_basis.1004,1960,4.5 m,POINT (12.590597143038554 55.69799712309404)
trae_basis.1005,1970,4.5 m,POINT (12.590732007013193 55.69792975744608)
trae_basis.1006,1900,4.5 m,POINT (12.590506101307694 55.69848164574607)
trae_basis.1007,1970,4.5 m,POINT (12.590692763755454 55.69825138406975)
trae_basis.1008,1954,4.5 m,POINT (12.58657704750661 55.70571798856831)
trae_basis.1009,2011,Ikke registreret,POINT (12.569789717830243 55.69774435005941)
trae_basis.1010,,Ikke registreret,POINT (12.56962296654947 55.69763547311155)
trae_basis.1011,,Ikke registreret,POINT (12.573657247983862 55.69843816486437)
trae_basis.1012,2022,Ikke registreret,POINT (12.472590176274325 55.703812169628385)
trae_basis.1013,,Ikke registreret,POINT (12.573734577427452 55.69850351288382)
trae_basis.1014,,Ikke registreret,POINT (12.5731829253252 55.69864388182102)
trae_basis.1015,1975,4.5 m,POINT (12.567900635714263 55.666034277079646)
trae_basis.1016,2011,Ikke registreret,POINT (12.572575095677426 55.69869841637888)
trae_basis.1017,2011,Ikke registreret,POINT (12.572495414690481 55.698750138093615)
trae_basis.1018,2011,Ikke registreret,POINT (12.572616278085501 55.69868724999271)
trae_basis.1019,2011,Ikke registreret,POINT (12.572659964759616 55.69873711166803)
trae_basis.1020,2011,Ikke registreret,POINT (12.57261961998971 55.69877425410329)
trae_basis.1021,1975,4.5 m,POINT (12.567736238555705 55.66595759185952)
trae_basis.1022,2011,Ikke registreret,POINT (12.572650251255967 55.699714577542395)
trae_basis.1023,2011,Ikke registreret,POINT (12.572629775415674 55.699741399188056)
trae_basis.1024,2011,Ikke registreret,POINT (12.572516509691685 55.69970650035944)
trae_basis.1025,2011,Ikke registreret,POINT (12.572517108523144 55.69968401353973)
trae_basis.1026,2011,Ikke registreret,POINT (12.57258549719553 55.69979533164484)
trae_basis.1027,2011,Ikke registreret,POINT (12.572526943703254 55.69974813928869)
trae_basis.1028,2011,Ikke registreret,POINT (12.572570798413775 55.699749108870286)
trae_basis.1029,2003,4.5 m,POINT (12.562265007936343 55.69839227437832)
trae_basis.1030,2011,Ikke registreret,POINT (12.572522456279396 55.699728047552966)
trae_basis.1031,,Ikke registreret,POINT (12.487501339640515 55.65773340574009)
trae_basis.1032,,Ikke registreret,POINT (12.487322910908702 55.65745732810425)
trae_basis.1033,2015,Ikke registreret,POINT (12.487384636478867 55.65747002462534)
trae_basis.1036,2020,Ikke registreret,POINT (12.596315827044801 55.65284344156327)
trae_basis.1037,,Ikke registreret,POINT (12.573339205641046 55.698912697416986)
trae_basis.1038,,Ikke registreret,POINT (12.54626362524058 55.691519664549105)
trae_basis.1039,,Ikke registreret,POINT (12.574026549695732 55.69891405502919)
trae_basis.1040,2003,4.5 m,POINT (12.539999026094163 55.66403295822762)
trae_basis.1041,2003,4.5 m,POINT (12.541166869095862 55.66615870683657)
trae_basis.1042,,Ikke registreret,POINT (12.546001353086066 55.69149517092831)
trae_basis.1043,2002,4.5 m,POINT (12.57538232729719 55.70843054066929)
trae_basis.1044,2002,4.5 m,POINT (12.574909252036065 55.708145552843575)
trae_basis.1045,2002,4.5 m,POINT (12.574741531745083 55.70804370805336)
trae_basis.1046,2002,4.5 m,POINT (12.574566747479667 55.70795050572725)
trae_basis.1047,2002,4.5 m,POINT (12.56954873201563 55.68439555176887)
trae_basis.1048,1990,4.5 m,POINT (12.575122804971617 55.70871181214834)
trae_basis.1049,1990,4.5 m,POINT (12.575361648056552 55.7087588127668)
trae_basis.1050,1990,4.5 m,POINT (12.575585624794988 55.70879992510086)
trae_basis.1051,,Ikke registreret,POINT (12.574862264683182 55.69899267171391)
trae_basis.1052,,Ikke registreret,POINT (12.574465247789844 55.69876424820042)
trae_basis.1053,,Ikke registreret,POINT (12.574390912448266 55.698756881037994)
trae_basis.1055,2015,Ikke registreret,POINT (12.57181445581644 55.70076938312602)
trae_basis.1056,,Ikke registreret,POINT (12.570272337518576 55.7012716730066)
trae_basis.1057,,Ikke registreret,POINT (12.570929066510262 55.70079949816827)
trae_basis.1058,2012,Ikke registreret,POINT (12.569740415566997 55.701978059352264)
trae_basis.1059,2004,4.5 m,POINT (12.543492520462973 55.666378993893545)
trae_basis.1060,2009,4.5 m,POINT (12.540433547432185 55.664953236577546)
trae_basis.1061,,Ikke registreret,POINT (12.569758894494175 55.702060816768935)
trae_basis.1062,,Ikke registreret,POINT (12.546020999974031 55.691559225732775)
trae_basis.1063,,Ikke registreret,POINT (12.546472111522222 55.69145816696918)
trae_basis.1064,2003,2.8 m,POINT (12.541673022582518 55.665067629825685)
trae_basis.1065,,Ikke registreret,POINT (12.522188414474162 55.72216495709292)
trae_basis.1066,,Ikke registreret,POINT (12.521511282788245 55.72224175978447)
trae_basis.1067,,Ikke registreret,POINT (12.521659981104952 55.722244776551264)
trae_basis.1068,,Ikke registreret,POINT (12.520950882107446 55.722253289617335)
trae_basis.1069,,Ikke registreret,POINT (12.520957264519561 55.722216683298804)
trae_basis.1070,,Ikke registreret,POINT (12.521128927423742 55.72224180618529)
trae_basis.1071,,Ikke registreret,POINT (12.520857795568716 55.72225869256164)
trae_basis.1072,,Ikke registreret,POINT (12.520775837291783 55.72222644236799)
trae_basis.1073,,Ikke registreret,POINT (12.522117966205856 55.722188833304465)
trae_basis.1074,,Ikke registreret,POINT (12.520594574252684 55.72219772449181)
trae_basis.1075,,Ikke registreret,POINT (12.52060308308416 55.72223845640055)
trae_basis.1076,,Ikke registreret,POINT (12.52076086171555 55.72239601215515)
trae_basis.1077,,Ikke registreret,POINT (12.520795687508333 55.7169347237892)
trae_basis.1078,,Ikke registreret,POINT (12.521085942664008 55.71699400448453)
trae_basis.1097,,Ikke registreret,POINT (12.569107058470118 55.702558231609366)
trae_basis.1079,,Ikke registreret,POINT (12.544104472125557 55.71225159731132)
trae_basis.1080,,Ikke registreret,POINT (12.54403317263431 55.71230755171104)
trae_basis.1679,,Ikke registreret,POINT (12.483952836089 55.67405732695625)
trae_basis.1081,,Ikke registreret,POINT (12.54398355520199 55.71234994499923)
trae_basis.1082,,Ikke registreret,POINT (12.546420093605997 55.710763835088414)
trae_basis.1083,,Ikke registreret,POINT (12.55036401364179 55.700649019549495)
trae_basis.1084,2003,2.8 m,POINT (12.541831496855272 55.66534391670104)
trae_basis.1085,2003,2.8 m,POINT (12.541901882986389 55.665483390901926)
trae_basis.1086,2003,2.8 m,POINT (12.54205442321827 55.665757388812544)
trae_basis.1087,2003,4.5 m,POINT (12.561720195043705 55.67354652672526)
trae_basis.1088,2003,4.5 m,POINT (12.56186166697685 55.67359368286935)
trae_basis.1089,2003,4.5 m,POINT (12.561996133220182 55.67364010936168)
trae_basis.1090,2003,4.5 m,POINT (12.562258979224628 55.673729060676216)
trae_basis.1091,2003,4.5 m,POINT (12.562390124745345 55.67377213989206)
trae_basis.1092,,Ikke registreret,POINT (12.569897673329013 55.70185748625085)
trae_basis.1093,,Ikke registreret,POINT (12.569648565868187 55.70201513855426)
trae_basis.1094,2017,Ikke registreret,POINT (12.569268046535344 55.70195015826629)
trae_basis.1095,2017,Ikke registreret,POINT (12.569271847403467 55.701999832650365)
trae_basis.1096,,Ikke registreret,POINT (12.569736085200395 55.702165561043486)
trae_basis.1098,,Ikke registreret,POINT (12.56915841558012 55.70249241482699)
trae_basis.1099,,Ikke registreret,POINT (12.568977780255135 55.702129321037006)
trae_basis.1100,,Ikke registreret,POINT (12.546106040345364 55.69146515929007)
trae_basis.1101,,Ikke registreret,POINT (12.546198755343516 55.69141060703241)
trae_basis.1102,,Ikke registreret,POINT (12.546390908446448 55.691356865175386)
trae_basis.1103,,Ikke registreret,POINT (12.568917319512368 55.70207740112061)
trae_basis.1104,,Ikke registreret,POINT (12.569007104530707 55.70204656085498)
trae_basis.1105,,Ikke registreret,POINT (12.569057350834791 55.702175131866596)
trae_basis.1106,,Ikke registreret,POINT (12.54648349490094 55.6916771690289)
trae_basis.1107,2020,Ikke registreret,POINT (12.525382865868476 55.71066546675489)
trae_basis.1108,1980,4.5 m,POINT (12.553760675854326 55.70296367708192)
trae_basis.1109,2020,Ikke registreret,POINT (12.525545660746646 55.71066206732163)
trae_basis.1110,,Ikke registreret,POINT (12.552444450250352 55.69496620331074)
trae_basis.1111,,Ikke registreret,POINT (12.552284410929573 55.694828029317044)
trae_basis.1112,,Ikke registreret,POINT (12.596526478067002 55.651777203787475)
trae_basis.1113,,Ikke registreret,POINT (12.568944127065166 55.70255531133605)
trae_basis.1114,,Ikke registreret,POINT (12.57008436627308 55.70307095208196)
trae_basis.1115,,Ikke registreret,POINT (12.570029193489653 55.70308597768643)
trae_basis.1116,1990,Ikke registreret,POINT (12.545087236758492 55.704628354422184)
trae_basis.1127,2020,Ikke registreret,POINT (12.521842488967287 55.63765742638212)
trae_basis.1725,,Ikke registreret,POINT (12.549647722744973 55.721612362024054)
trae_basis.1117,1930,Ikke registreret,POINT (12.570019538074009 55.70300712825513)
trae_basis.1118,,Ikke registreret,POINT (12.569980650850212 55.703209556822706)
trae_basis.1119,,Ikke registreret,POINT (12.570060797684992 55.70327062106547)
trae_basis.1120,,Ikke registreret,POINT (12.569810859629326 55.70326169902911)
trae_basis.1121,,Ikke registreret,POINT (12.552885283716321 55.69047532459631)
trae_basis.1122,,Ikke registreret,POINT (12.552836760190967 55.6905422049001)
trae_basis.1123,,Ikke registreret,POINT (12.54660891872951 55.69180368057153)
trae_basis.1124,,Ikke registreret,POINT (12.570821632142286 55.703355254287814)
trae_basis.1128,2020,Ikke registreret,POINT (12.521849201832648 55.637597027399956)
trae_basis.1129,2020,Ikke registreret,POINT (12.521661460271037 55.637637806678605)
trae_basis.1130,2020,Ikke registreret,POINT (12.52175674925917 55.63764879966641)
trae_basis.1131,2020,Ikke registreret,POINT (12.5218024165014 55.637606293718946)
trae_basis.1132,,Ikke registreret,POINT (12.570570323036526 55.70315178679154)
trae_basis.1950,2022,Ikke registreret,POINT (12.491292173524053 55.65677373277748)
trae_basis.1133,2008,4.5 m,POINT (12.480002824219891 55.71886373992238)
trae_basis.1134,2005,4.5 m,POINT (12.585654052760322 55.70141777816556)
trae_basis.1135,2005,4.5 m,POINT (12.586392879228075 55.70160108808207)
trae_basis.1136,2010,4.5 m,POINT (12.586532504928806 55.701634969651984)
trae_basis.1137,2005,4.5 m,POINT (12.586806790926325 55.7017035605239)
trae_basis.1138,,Ikke registreret,POINT (12.596024541946417 55.65050075447878)
trae_basis.1139,2008,4.5 m,POINT (12.480534773122715 55.7186992105928)
trae_basis.1140,2005,4.5 m,POINT (12.586947863752341 55.70173903126952)
trae_basis.1157,,Ikke registreret,POINT (12.552587979274968 55.69067965091162)
trae_basis.1141,2005,4.5 m,POINT (12.587066603600636 55.7017699191923)
trae_basis.1142,2005,4.5 m,POINT (12.587200849952756 55.70180177341998)
trae_basis.1143,,Ikke registreret,POINT (12.571899789931711 55.705540250816064)
trae_basis.1144,2005,4.5 m,POINT (12.587489451491868 55.701873110199976)
trae_basis.1145,2005,4.5 m,POINT (12.587856328092146 55.701963791352576)
trae_basis.1146,,Ikke registreret,POINT (12.570949437752468 55.70643945437364)
trae_basis.1147,2005,4.5 m,POINT (12.587985989345047 55.701994980164564)
trae_basis.1148,2005,4.5 m,POINT (12.588106451844231 55.702025045388964)
trae_basis.1149,1927,4.5 m,POINT (12.585245807539867 55.70158229895757)
trae_basis.1150,1927,4.5 m,POINT (12.58517006462566 55.70167610149582)
trae_basis.1159,2005,4.5 m,POINT (12.587680265772745 55.67804013486949)
trae_basis.1726,,Ikke registreret,POINT (12.553332936446399 55.670806153958914)
trae_basis.1151,1940,Ikke registreret,POINT (12.57026280611063 55.7065335768984)
trae_basis.1152,,Ikke registreret,POINT (12.570815698957421 55.70703690226756)
trae_basis.1153,2012,Ikke registreret,POINT (12.57097751547107 55.70685597604857)
trae_basis.1154,,Ikke registreret,POINT (12.57098583811005 55.70682266248084)
trae_basis.1155,2008,4.5 m,POINT (12.483117839522599 55.71808067246877)
trae_basis.1156,,Ikke registreret,POINT (12.552514638304071 55.69070748643428)
trae_basis.1166,,Ikke registreret,POINT (12.57024480398824 55.70665462823024)
trae_basis.1158,1952,Ikke registreret,POINT (12.552111626322171 55.69074343807207)
trae_basis.1160,2005,4.5 m,POINT (12.587943359306275 55.67763227522813)
trae_basis.1161,2005,4.5 m,POINT (12.588581910130458 55.67664207113218)
trae_basis.1162,2005,4.5 m,POINT (12.590497872832916 55.678828775323005)
trae_basis.1163,2007,4.5 m,POINT (12.55873449581753 55.6819309117207)
trae_basis.1164,2007,4.5 m,POINT (12.55862925056114 55.6819712556316)
trae_basis.1165,2008,4.5 m,POINT (12.484294992319251 55.71779938106446)
trae_basis.1167,,Ikke registreret,POINT (12.552710923894443 55.69158849747198)
trae_basis.1168,2008,4.5 m,POINT (12.485142782052126 55.71758303097769)
trae_basis.8671,,Ikke registreret,POINT (12.480115410042941 55.66974050435289)
trae_basis.1169,2007,4.5 m,POINT (12.587368320102126 55.69168325399065)
trae_basis.1170,2007,4.5 m,POINT (12.587422980209524 55.69165512665551)
trae_basis.1171,2007,4.5 m,POINT (12.587608666990336 55.69155944449451)
trae_basis.1172,1970,4.5 m,POINT (12.564222313538083 55.70666622972744)
trae_basis.1173,,Ikke registreret,POINT (12.57014573355067 55.70663233801762)
trae_basis.5739,2022,Ikke registreret,POINT (12.491260359508011 55.656677605100846)
trae_basis.1174,2016,Ikke registreret,POINT (12.56774477345823 55.70662493842428)
trae_basis.1175,2016,Ikke registreret,POINT (12.567759252819615 55.706678917349095)
trae_basis.1176,2016,Ikke registreret,POINT (12.567664879757697 55.706658643293174)
trae_basis.1177,2016,Ikke registreret,POINT (12.567767829297566 55.706708340659944)
trae_basis.1178,,Ikke registreret,POINT (12.498960715726243 55.64263855404867)
trae_basis.1179,,Ikke registreret,POINT (12.498969721141872 55.642481751186715)
trae_basis.1180,,Ikke registreret,POINT (12.499247594132507 55.64247841285362)
trae_basis.1181,,Ikke registreret,POINT (12.499388008883626 55.64240087916629)
trae_basis.1188,,Ikke registreret,POINT (12.567231904509345 55.70489862671188)
trae_basis.1182,1930,Ikke registreret,POINT (12.568009720089586 55.70664366790495)
trae_basis.1184,1900,Ikke registreret,POINT (12.56541600282373 55.705673173841625)
trae_basis.1185,2011,Ikke registreret,POINT (12.565704350504683 55.70533997419569)
trae_basis.1186,,Ikke registreret,POINT (12.499558205460376 55.64214726102746)
trae_basis.1187,,Ikke registreret,POINT (12.499717561771897 55.642233391320744)
trae_basis.1189,2011,Ikke registreret,POINT (12.567380918898964 55.70490699556742)
trae_basis.1190,1900,Ikke registreret,POINT (12.566485559002972 55.705496768236834)
trae_basis.1192,,Ikke registreret,POINT (12.500406020707345 55.64186326295649)
trae_basis.1193,2007,4.5 m,POINT (12.553208866509019 55.66690380195618)
trae_basis.1194,2008,4.5 m,POINT (12.483815043301865 55.71781842419463)
trae_basis.1195,2008,4.5 m,POINT (12.483666919111434 55.717851943450796)
trae_basis.7430,,Ikke registreret,POINT (12.512855003206415 55.64015444981851)
trae_basis.1196,2008,4.5 m,POINT (12.483420166941329 55.71791039136893)
trae_basis.1197,2008,4.5 m,POINT (12.483307906290563 55.71793798474036)
trae_basis.1198,2022,4.5 m,POINT (12.621594635770347 55.66547624386934)
trae_basis.1199,2022,4.5 m,POINT (12.622320922501293 55.664555331546914)
trae_basis.1200,2022,4.5 m,POINT (12.62180167883288 55.66520803467612)
trae_basis.1201,,Ikke registreret,POINT (12.463240621385317 55.71198534693907)
trae_basis.1202,2014,Ikke registreret,POINT (12.574925367605703 55.70838475256177)
trae_basis.1203,,Ikke registreret,POINT (12.577084422201303 55.708822033910295)
trae_basis.1204,,Ikke registreret,POINT (12.577103354912033 55.70881265067158)
trae_basis.1205,1995,4.5 m,POINT (12.583408112805536 55.70655041285439)
trae_basis.1206,,Ikke registreret,POINT (12.583362928303536 55.706607634645025)
trae_basis.1207,,Ikke registreret,POINT (12.583392759203061 55.706612710728635)
trae_basis.1208,2015,4.5 m,POINT (12.552371676859492 55.66645243034179)
trae_basis.1209,1936,4.5 m,POINT (12.511244387132233 55.6969153112168)
trae_basis.1210,,Ikke registreret,POINT (12.489473777809435 55.64865066159888)
trae_basis.1211,,Ikke registreret,POINT (12.582736772029357 55.70667788937765)
trae_basis.1212,,Ikke registreret,POINT (12.546165747114644 55.69165132834985)
trae_basis.1213,,Ikke registreret,POINT (12.546352439465574 55.691550776989814)
trae_basis.1214,,Ikke registreret,POINT (12.582845156061405 55.706820347952615)
trae_basis.1215,,Ikke registreret,POINT (12.582886195173142 55.70667833109267)
trae_basis.1216,,Ikke registreret,POINT (12.583050239142596 55.706615385887105)
trae_basis.1217,,Ikke registreret,POINT (12.583068594111674 55.706676367576065)
trae_basis.1218,,Ikke registreret,POINT (12.58313413643647 55.70670425075869)
trae_basis.1219,,Ikke registreret,POINT (12.583208320898187 55.70669175067903)
trae_basis.1220,2016,Ikke registreret,POINT (12.54755615320736 55.69154910083111)
trae_basis.1221,2019,Ikke registreret,POINT (12.546482857181912 55.69136564814711)
trae_basis.1222,,Ikke registreret,POINT (12.546162968558411 55.69155139153172)
trae_basis.1223,,Ikke registreret,POINT (12.54641777444106 55.69175332127056)
trae_basis.1224,,Ikke registreret,POINT (12.54653936700665 55.69175713201887)
trae_basis.1225,,Ikke registreret,POINT (12.478173105412926 55.66168682306915)
trae_basis.1226,1983,4.5 m,POINT (12.568924288186393 55.728709882431545)
trae_basis.1227,2005,4.5 m,POINT (12.53777908136481 55.70382362924064)
trae_basis.1228,2007,4.5 m,POINT (12.601998028567225 55.67719174281824)
trae_basis.1229,2007,4.5 m,POINT (12.601771700707042 55.67715649962089)
trae_basis.1230,2007,4.5 m,POINT (12.601815292741367 55.67722742302561)
trae_basis.1231,2013,4.5 m,POINT (12.573167903942734 55.72125849462965)
trae_basis.1232,2013,4.5 m,POINT (12.57324483692147 55.72124344870022)
trae_basis.1233,2016,Ikke registreret,POINT (12.547112486584412 55.69118161884017)
trae_basis.1234,,Ikke registreret,POINT (12.546393686238376 55.69162737125759)
trae_basis.1350,2009,2.8 m,POINT (12.480555611652909 55.72038897564017)
trae_basis.1235,2016,Ikke registreret,POINT (12.564974277972844 55.71756636816494)
trae_basis.1236,2009,4.5 m,POINT (12.602067237687676 55.677328913028475)
trae_basis.1237,2007,4.5 m,POINT (12.602092154417049 55.677396321245865)
trae_basis.1238,2007,4.5 m,POINT (12.601858547796247 55.67729541074989)
trae_basis.1239,2007,4.5 m,POINT (12.601910109761675 55.677675064602916)
trae_basis.1670,,Ikke registreret,POINT (12.481926466093018 55.6730521695597)
trae_basis.1240,2007,4.5 m,POINT (12.601883199783256 55.67780829682112)
trae_basis.1241,2016,Ikke registreret,POINT (12.565045292059558 55.71757271087724)
trae_basis.1366,,Ikke registreret,POINT (12.54255590570745 55.69568888189466)
trae_basis.1242,2016,Ikke registreret,POINT (12.566433947214213 55.71759108095513)
trae_basis.1243,2007,4.5 m,POINT (12.601865779511986 55.67787790048555)
trae_basis.1244,2007,4.5 m,POINT (12.601859155194992 55.677950867513516)
trae_basis.1245,,Ikke registreret,POINT (12.478164212195075 55.66112680574671)
trae_basis.1246,2007,4.5 m,POINT (12.602050781521616 55.67794386885171)
trae_basis.1247,2007,4.5 m,POINT (12.602060359422097 55.677884820987074)
trae_basis.1320,2012,4.5 m,POINT (12.550480533947747 55.70454976341626)
trae_basis.1248,2007,4.5 m,POINT (12.60186828366203 55.67802602444934)
trae_basis.1249,2007,4.5 m,POINT (12.602056852410552 55.678004713465384)
trae_basis.1250,2007,4.5 m,POINT (12.602083197455597 55.67807004319634)
trae_basis.1251,2007,4.5 m,POINT (12.602154765030072 55.67842998914523)
trae_basis.1252,2007,4.5 m,POINT (12.602386545525787 55.67870496966904)
trae_basis.1253,2007,4.5 m,POINT (12.602627029273103 55.678719678139316)
trae_basis.1254,2007,4.5 m,POINT (12.602563165200461 55.67865268132223)
trae_basis.1255,2009,4.5 m,POINT (12.602501841175778 55.678583214823)
trae_basis.7431,,Ikke registreret,POINT (12.511403156439208 55.64121369258942)
trae_basis.1256,2009,4.5 m,POINT (12.602448134608517 55.67875960812483)
trae_basis.1265,2007,4.5 m,POINT (12.603862638477995 55.68017491732864)
trae_basis.1257,2007,4.5 m,POINT (12.602970013669273 55.67913703241939)
trae_basis.1258,2007,4.5 m,POINT (12.603027782399517 55.67920254471208)
trae_basis.1259,2007,4.5 m,POINT (12.602924211009418 55.67932608116924)
trae_basis.1260,2009,4.5 m,POINT (12.60285406062466 55.67924180555868)
trae_basis.1261,2007,4.5 m,POINT (12.602804557525703 55.679184668489896)
trae_basis.1262,2007,4.5 m,POINT (12.603206452688571 55.6796545568279)
trae_basis.1263,2007,4.5 m,POINT (12.603373862206059 55.679606155660075)
trae_basis.9953,1975,4.5 m,POINT (12.553782346703064 55.69388941149218)
trae_basis.1264,2007,4.5 m,POINT (12.603632992755784 55.6801630604947)
trae_basis.1266,2007,4.5 m,POINT (12.603807334383426 55.68011212922794)
trae_basis.1267,2007,4.5 m,POINT (12.60408741955138 55.6804410937806)
trae_basis.1268,2009,4.5 m,POINT (12.60397614477301 55.680310505028515)
trae_basis.1269,2007,4.5 m,POINT (12.603914796691111 55.680488290782606)
trae_basis.1270,2007,4.5 m,POINT (12.603971546404003 55.68055280664025)
trae_basis.1271,2007,4.5 m,POINT (12.604027759317832 55.6806187269109)
trae_basis.8131,1974,4.5 m,POINT (12.618591199458251 55.66767805171938)
trae_basis.1272,2007,4.5 m,POINT (12.604082103189535 55.68068433252564)
trae_basis.1273,2007,4.5 m,POINT (12.60425072258455 55.68088227286621)
trae_basis.1274,2007,4.5 m,POINT (12.604537267279118 55.680965755096345)
trae_basis.1275,2007,4.5 m,POINT (12.604359936305224 55.68101519039999)
trae_basis.1276,2007,4.5 m,POINT (12.604308818346105 55.680950160868335)
trae_basis.1277,2007,4.5 m,POINT (12.604617752787314 55.68131190611563)
trae_basis.1278,2007,4.5 m,POINT (12.604857209258796 55.68133210773521)
trae_basis.1279,2007,4.5 m,POINT (12.604801727093514 55.68127216548754)
trae_basis.8132,1974,4.5 m,POINT (12.61899424586975 55.66775759674896)
trae_basis.1280,2007,4.5 m,POINT (12.604735626248496 55.681195434740175)
trae_basis.1281,2007,4.5 m,POINT (12.604788207349456 55.68150740908521)
trae_basis.1282,2016,Ikke registreret,POINT (12.56650166574726 55.71759217951754)
trae_basis.1283,2016,Ikke registreret,POINT (12.566931309104808 55.71758650474236)
trae_basis.1284,2016,Ikke registreret,POINT (12.567679886001082 55.71757598460188)
trae_basis.1285,2016,Ikke registreret,POINT (12.567623695657437 55.7175622828539)
trae_basis.1286,2007,4.5 m,POINT (12.605015762888412 55.681526919600984)
trae_basis.1287,2007,4.5 m,POINT (12.604959954292521 55.681458302395875)
trae_basis.8133,1974,4.5 m,POINT (12.619172814094647 55.66779486811769)
trae_basis.1288,2007,4.5 m,POINT (12.604903127269516 55.681393051575554)
trae_basis.1289,2007,4.5 m,POINT (12.605128300226788 55.68165403103046)
trae_basis.1290,2007,4.5 m,POINT (12.605186135632628 55.68172004325314)
trae_basis.1291,2007,4.5 m,POINT (12.605067294028412 55.68183737882617)
trae_basis.1292,2007,4.5 m,POINT (12.605012442690342 55.68176920541125)
trae_basis.1293,2007,4.5 m,POINT (12.604955789109813 55.68170211819291)
